zip_code,complainant_zip_code,c2
75206,76643,1
75206,76645,1
75206,76667,2
75206,76689,1
75206,76702,1
75206,76710,1
75206,76711,1
75206,76802,1
75206,76844,1
75206,76903,1
75206,76904,2
75206,76953,1
75206,77002,1
75206,77019,1
75206,77027,1
75206,77041,1
75206,77056,1
75206,77063,1
75206,77069,1
75206,77076,1
75206,77083,1
75206,77090,1
75206,77316,1
75206,77377,1
75206,77379,1
75206,77381,1
75206,77399,1
75206,77435,1
75206,77478,1
75206,77479,1
75206,77494,1
75206,77526,1
75206,77535,1
75206,77551,1
75206,77612,1
75206,77657,1
75206,77807,1
75206,77845,1
75206,77871,1
75206,78073,1
75206,78109,1
75206,78245,1
75206,78250,1
75206,78259,1
75206,78418,1
75206,78573,1
75206,78574,1
75206,78643,1
75206,78664,1
75206,78669,1
75206,78705,1
75206,78728,1
75206,78735,1
75206,78741,1
75206,78746,2
75206,78751,1
75206,78757,1
75206,78759,1
75206,78767,1
75206,78782,1
75206,78933,1
75206,79015,1
75206,79116,1
75206,79401,1
75206,79424,2
75206,79501,1
75206,79530,1
75206,79536,1
75206,79556,1
75206,79762,1
75206,79765,1
75207,,33
75207,0,2
75207,65226,1
75207,71753,1
75207,71854,1
75207,72019,1
75207,75000,1
75207,75001,3
75207,75002,2
75207,75006,4
75207,75007,3
75207,75010,1
75207,75013,2
75207,75019,5
75207,75022,3
75207,75023,2
75207,75024,3
75207,75025,2
75207,75027,1
75207,75028,2
75207,75032,5
75207,75034,3
75207,75035,4
75207,75038,2
75207,75039,3
75207,75040,6
75207,75041,3
75207,75042,1
75207,75043,10
75207,75048,1
75207,75050,5
75207,75051,2
75207,75052,10
75207,75056,4
75207,75057,4
75207,75060,17
75207,75061,6
75207,75062,7
75207,75063,2
75207,75065,1
75207,75067,9
75207,75068,2
75207,75069,1
75207,75070,1
75207,75071,3
75207,75074,1
75207,75075,6
75207,75078,4
75207,75081,11
75207,75082,2
75207,75088,5
75207,75089,3
75207,75092,2
75207,75093,2
75207,75094,3
75207,75098,3
75207,75103,2
75207,75104,8
75207,75105,1
75207,75110,1
75207,75115,14
75207,75116,5
75207,75119,1
75207,75126,7
75207,75134,2
75207,75141,2
75207,75142,3
75207,75143,1
75207,75146,5
75207,75149,4
75207,75150,5
75207,75154,7
75207,75156,1
75207,75159,2
75207,75160,3
75207,75161,1
75207,75165,3
75207,75167,2
75207,75170,1
75207,75180,5
75207,75181,3
75207,75189,6
75207,75201,44
75207,75202,8
75207,75203,10
75207,75204,12
75207,75205,5
75207,75206,8
75207,75207,487
75207,75208,14
75207,75209,8
75207,75210,2
75207,75211,24
75207,75212,15
75207,75214,5
75207,75215,16
75207,75216,19
75207,75217,18
75207,75218,3
75207,75219,15
75207,75220,84
75207,75223,2
75207,75224,12
75207,75225,6
75207,75226,27
75207,75227,8
75207,75228,10
75207,75229,10
75207,75230,3
75207,75231,6
75207,75232,9
75207,75233,1
75207,75234,6
75207,75235,11
75207,75236,2
75207,75237,3
75207,75238,6
75207,75240,4
75207,75241,12
75207,75243,7
75207,75244,5
75207,75247,5
75207,75248,2
75207,75249,2
75207,75252,6
75207,75253,3
75207,75254,6
75207,75261,7
75207,75287,2
75207,75401,3
75207,75402,1
75207,75418,1
75207,75422,1
75207,75424,2
75207,75431,1
75207,75453,1
75207,75457,1
75207,75459,1
75207,75460,2
75207,75462,1
75207,75474,1
75207,75478,1
75207,75482,2
75207,75503,2
75207,75601,2
75207,75604,2
75207,75633,1
75207,75644,1
75207,75652,1
75207,75684,1
75207,75686,2
75207,75701,2
75207,75703,1
75207,75707,1
75207,75757,1
75207,75762,1
75207,75765,1
75207,75771,1
75207,75783,1
75207,75790,2
75207,75803,1
75207,75860,1
75207,75929,1
75207,75951,1
75207,76001,2
75207,76002,2
75207,76003,1
75207,76005,1
75207,76006,2
75207,76008,1
75207,76009,1
75207,76010,2
75207,76011,4
75207,76013,1
75207,76017,2
75207,76021,2
75207,76028,2
75207,76033,2
75207,76034,3
75207,76039,4
75207,76040,1
75207,76049,2
75207,76051,3
75207,76052,2
75207,76053,3
75207,76054,1
75207,76060,1
75207,76063,2
75207,76065,1
75207,76067,2
75207,76082,1
75207,76087,1
75207,76092,4
75207,76102,1
75207,76106,3
75207,76107,3
75207,76108,1
75207,76110,1
75207,76111,1
75207,76112,3
75207,76118,1
75207,76120,1
75207,76123,1
75207,76126,1
75207,76133,3
75207,76137,2
75207,76148,1
75207,76177,1
75207,76180,1
75207,76181,1
75207,76182,2
75207,76205,2
75207,76209,1
75207,76210,2
75207,76223,1
75207,76227,3
75207,76233,1
75207,76240,2
75207,76247,2
75207,76248,3
75207,76249,1
75207,76259,1
75207,76266,1
75207,76273,1
75207,76308,1
75207,76309,1
75207,76401,4
75207,76424,1
75207,76433,1
75207,76444,1
75207,76450,1
75207,76457,1
75207,76462,1
75207,76501,1
75207,76522,1
75207,76543,2
75207,76548,1
75207,76642,1
75207,76664,1
75207,76691,1
75207,76705,2
75207,76825,1
75207,76849,1
75207,76901,1
75207,76905,1
75207,77003,1
75207,77025,1
75207,77069,1
75207,77079,1
75207,77098,1
75207,77302,1
75207,77320,2
75207,77339,2
75207,77340,1
75207,77356,1
75207,77363,1
75207,77365,1
75207,77375,1
75207,77378,1
75207,77382,1
75207,77389,1
75207,77396,1
75207,77423,1
75207,77429,2
75207,77441,1
75207,77449,1
75207,77458,1
75207,77459,1
75207,77477,1
75207,77484,1
75207,77488,1
75207,77494,1
75207,77502,1
75207,77505,2
75207,77511,1
75207,77521,1
75207,77536,1
75207,77539,1
75207,77566,1
75207,77573,1
75207,77575,1
75207,77584,2
75207,77627,1
75207,77657,1
75207,77713,1
75207,77808,1
75207,77845,2
75207,77871,1
75207,77901,1
75207,78004,1
75207,78016,1
75207,78023,2
75207,78055,1
75207,78064,1
75207,78070,1
75207,78102,1
75207,78130,2
75207,78132,2
75207,78141,1
75207,78214,1
75207,78230,1
75207,78232,1
75207,78233,1
75207,78247,1
75207,78251,2
75207,78254,1
75207,78257,1
75207,78383,1
75207,78504,1
75207,78527,1
75207,78541,1
75207,78542,1
75207,78620,1
75207,78626,1
75207,78631,1
75207,78633,3
75207,78642,1
75207,78648,1
75207,78655,1
75207,78660,2
75207,78664,1
75207,78666,1
75207,78670,1
75207,78681,1
75207,78701,2
75207,78704,2
75207,78723,1
75207,78724,1
75207,78726,1
75207,78731,1
75207,78734,2
75207,78735,1
75207,78737,1
75207,78738,1
75207,78745,1
75207,78749,1
75207,78753,1
75207,78759,1
75207,78959,1
75207,79008,1
75207,79015,1
75207,79065,1
75207,79103,1
75207,79109,1
75207,79110,1
75207,79118,1
75207,79121,1
75207,79329,1
75207,79382,1
75207,79404,1
75207,79412,1
75207,79414,1
75207,79423,1
75207,79424,2
75207,79562,1
75207,79567,1
75207,79602,2
75207,79604,1
75207,79606,2
75207,79706,3
75207,79707,1
75207,79714,1
75207,79761,1
75208,,45
75208,0,1
75208,20785,9
75208,75000,1
75208,75001,5
75208,75004,1
75208,75006,11
75208,75007,2
75208,75010,1
75208,75013,1
75208,75016,1
75208,75019,4
75208,75023,1
75208,75024,1
75208,75025,2
75208,75028,1
75208,75032,4
75208,75033,2
75208,75034,3
75208,75035,2
75208,75038,5
75208,75039,1
75208,75040,6
75208,75041,3
75208,75042,9
75208,75043,9
75208,75044,4
75208,75048,1
75208,75050,13
75208,75051,6
75208,75052,27
75208,75054,3
75208,75055,1
75208,75056,4
75208,75060,11
75208,75061,12
75208,75062,7
75208,75063,1
75208,75065,1
75208,75067,3
75208,75068,1
75208,75069,2
75208,75070,2
75208,75071,2
75208,75074,10
75208,75075,2
75208,75077,2
75208,75078,1
75208,75080,3
75208,75081,7
75208,75082,1
75208,75088,2
75208,75089,3
75208,75090,1
75208,75093,1
75208,75098,1
75208,75103,2
75208,75104,14
75208,75105,1
75208,75110,1
75208,75111,1
75208,75114,1
75208,75115,14
75208,75116,11
75208,75119,3
75208,75124,1
75208,75126,3
75208,75134,8
75208,75137,5
75208,75141,1
75208,75142,1
75208,75146,7
75208,75149,20
75208,75150,7
75208,75154,16
75208,75155,1
75208,75156,1
75208,75159,5
75208,75160,3
75208,75161,1
75208,75165,7
75208,75169,1
75208,75180,4
75208,75181,2
75208,75189,1
75208,75198,1
75208,75201,34
75208,75202,16
75208,75203,69
75208,75204,7
75208,75205,4
75208,75206,15
75208,75207,9
75208,75208,2025
75208,75209,4
75208,75210,3
75208,75211,429
75208,75212,32
75208,75214,6
75208,75215,19
75208,75216,66
75208,75217,21
75208,75218,1
75208,75219,8
75208,75220,10
75208,75223,4
75208,75224,86
75208,75225,4
75208,75226,12
75208,75227,12
75208,75228,11
75208,75229,5
75208,75230,4
75208,75231,7
75208,75232,32
75208,75233,15
75208,75234,9
75208,75235,5
75208,75236,12
75208,75237,9
75208,75238,8
75208,75240,5
75208,75241,24
75208,75242,1
75208,75243,9
75208,75244,4
75208,75246,1
75208,75247,4
75208,75248,4
75208,75249,5
75208,75251,1
75208,75252,1
75208,75253,3
75208,75254,1
75208,75261,3
75208,75263,1
75208,75266,1
75208,75287,2
75208,75401,1
75208,75455,1
75208,75474,1
75208,75603,1
75208,75611,1
75208,75620,1
75208,75684,1
75208,75691,1
75208,75710,1
75208,75751,1
75208,76002,2
75208,76004,2
75208,76006,3
75208,76009,2
75208,76010,2
75208,76011,14
75208,76013,2
75208,76017,2
75208,76021,1
75208,76022,1
75208,76028,1
75208,76033,2
75208,76034,1
75208,76039,3
75208,76040,1
75208,76051,3
75208,76053,4
75208,76063,2
75208,76065,6
75208,76086,1
75208,76087,1
75208,76092,2
75208,76102,2
75208,76103,2
75208,76106,2
75208,76107,2
75208,76108,1
75208,76110,2
75208,76111,1
75208,76112,2
75208,76115,1
75208,76117,2
75208,76118,1
75208,76119,1
75208,76120,2
75208,76123,2
75208,76126,1
75208,76131,1
75208,76137,2
75208,76139,1
75208,76140,1
75208,76155,1
75208,76180,1
75208,76196,1
75208,76201,1
75208,76208,1
75208,76209,2
75208,76210,2
75208,76244,1
75208,76248,3
75208,76249,1
75208,76262,1
75208,76306,1
75208,76401,1
75208,76501,1
75208,76645,2
75208,77002,1
75208,77006,1
75208,77009,1
75208,77078,1
75208,77356,1
75208,77520,1
75208,77551,1
75208,77840,1
75208,78148,1
75208,78202,3
75208,78207,1
75208,78222,1
75208,78620,1
75208,78626,1
75208,78641,1
75208,78655,1
75208,78664,1
75208,78665,1
75208,78734,1
75208,78751,1
75208,78756,1
75208,79101,1
75208,79905,1
75209,,23
75209,0,3
75209,11111,1
75209,39401,1
75209,75002,2
75209,75006,5
75209,75007,5
75209,75010,2
75209,75019,3
75209,75023,2
75209,75024,2
75209,75025,2
75209,75028,2
75209,75032,1
75209,75033,1
75209,75035,1
75209,75039,5
75209,75040,3
75209,75041,1
75209,75042,2
75209,75043,3
75209,75044,1
75209,75050,2
75209,75051,3
75209,75052,5
75209,75056,5
75209,75060,3
75209,75061,6
75209,75062,5
75209,75063,3
75209,75065,3
75209,75067,1
75209,75068,2
75209,75070,2
75209,75071,1
75209,75074,3
75209,75075,4
75209,75077,2
75209,75078,1
75209,75080,3
75209,75081,1
75209,75082,1
75209,75087,1
75209,75089,2
75209,75090,1
75209,75093,4
75209,75098,1
75209,75104,1
75209,75110,1
75209,75115,7
75209,75116,1
75209,75119,1
75209,75126,1
75209,75134,3
75209,75142,1
75209,75143,1
75209,75144,1
75209,75146,1
75209,75149,1
75209,75150,4
75209,75154,2
75209,75159,1
75209,75161,1
75209,75180,2
75209,75181,2
75209,75201,17
75209,75202,2
75209,75203,2
75209,75204,24
75209,75205,14
75209,75206,6
75209,75207,6
75209,75208,7
75209,75209,833
75209,75210,1
75209,75211,9
75209,75212,3
75209,75214,4
75209,75215,9
75209,75216,6
75209,75217,3
75209,75218,3
75209,75219,28
75209,75220,108
75209,75223,1
75209,75224,3
75209,75225,13
75209,75226,8
75209,75227,6
75209,75228,6
75209,75229,17
75209,75230,13
75209,75231,7
75209,75232,2
75209,75233,1
75209,75234,10
75209,75235,31
75209,75238,1
75209,75240,2
75209,75241,2
75209,75243,5
75209,75244,1
75209,75246,1
75209,75247,3
75209,75248,7
75209,75249,2
75209,75251,1
75209,75252,3
75209,75253,1
75209,75254,2
75209,75287,9
75209,75407,1
75209,75452,1
75209,75457,2
75209,75494,1
75209,75701,2
75209,75754,1
75209,76010,3
75209,76011,2
75209,76017,1
75209,76034,1
75209,76039,2
75209,76040,1
75209,76051,4
75209,76052,1
75209,76055,1
75209,76063,2
75209,76064,1
75209,76065,1
75209,76067,1
75209,76077,1
75209,76085,1
75209,76092,3
75209,76107,2
75209,76108,1
75209,76117,2
75209,76148,1
75209,76155,2
75209,76177,1
75209,76210,1
75209,76226,2
75209,76234,1
75209,76240,1
75209,76244,1
75209,76302,1
75209,76430,1
75209,77006,2
75209,77055,1
75209,77373,1
75209,77377,1
75209,77379,1
75209,77382,1
75209,77707,1
75209,78204,1
75209,78245,1
75209,78738,1
75209,78750,1
75209,79424,1
75209,79703,1
75210,,33
75210,0,5
75210,20785,1
75210,21467,1
75210,70074,1
75210,70757,1
75210,72175,2
75210,74217,1
75210,75000,1
75210,75001,2
75210,75002,5
75210,75006,6
75210,75007,1
75210,75010,1
75210,75013,1
75210,75019,2
75210,75023,4
75210,75024,2
75210,75025,2
75210,75028,2
75210,75031,1
75210,75034,2
75210,75035,1
75210,75038,4
75210,75040,5
75210,75041,2
75210,75042,10
75210,75043,6
75210,75044,2
75210,75051,4
75210,75052,5
75210,75060,2
75210,75061,9
75210,75062,2
75210,75063,1
75210,75067,1
75210,75068,1
75210,75070,7
75210,75074,5
75210,75075,1
75210,75080,2
75210,75081,5
75210,75086,1
75210,75087,4
75210,75088,4
75210,75089,5
75210,75093,2
75210,75094,2
75210,75098,4
75210,75103,1
75210,75104,3
75210,75110,1
75210,75114,1
75210,75115,16
75210,75116,5
75210,75117,1
75210,75126,1
75210,75132,1
75210,75134,8
75210,75137,1
75210,75141,1
75210,75142,1
75210,75143,3
75210,75146,5
75210,75147,1
75210,75149,24
75210,75150,14
75210,75154,4
75210,75158,1
75210,75159,3
75210,75160,2
75210,75161,1
75210,75165,2
75210,75172,2
75210,75180,9
75210,75181,9
75210,75182,2
75210,75201,41
75210,75202,10
75210,75203,5
75210,75204,11
75210,75205,1
75210,75206,4
75210,75207,1
75210,75208,7
75210,75209,1
75210,75210,1006
75210,75211,9
75210,75212,13
75210,75214,6
75210,75215,104
75210,75216,32
75210,75217,185
75210,75218,2
75210,75219,5
75210,75220,5
75210,75223,17
75210,75224,5
75210,75226,48
75210,75227,47
75210,75228,20
75210,75229,3
75210,75230,1
75210,75231,6
75210,75232,13
75210,75233,3
75210,75234,2
75210,75235,1
75210,75236,3
75210,75237,10
75210,75238,1
75210,75240,2
75210,75241,18
75210,75243,8
75210,75244,2
75210,75246,3
75210,75248,3
75210,75249,2
75210,75251,1
75210,75252,5
75210,75253,3
75210,75287,4
75210,75401,1
75210,75409,1
75210,75426,1
75210,75460,1
75210,75474,1
75210,75630,1
75210,75701,1
75210,75726,1
75210,75766,1
75210,75771,2
75210,76002,1
75210,76006,2
75210,76010,1
75210,76011,1
75210,76015,1
75210,76017,2
75210,76021,1
75210,76031,1
75210,76034,1
75210,76039,3
75210,76040,4
75210,76051,1
75210,76052,1
75210,76055,1
75210,76061,1
75210,76063,1
75210,76065,1
75210,76092,1
75210,76102,1
75210,76103,1
75210,76107,1
75210,76115,1
75210,76117,1
75210,76118,1
75210,76131,2
75210,76133,1
75210,76134,1
75210,76137,1
75210,76140,1
75210,76179,3
75210,76180,1
75210,76210,1
75210,76240,1
75210,76249,1
75210,76424,1
75210,76542,1
75210,76642,1
75210,76704,3
75210,76705,1
75210,76871,1
75210,77029,1
75210,77049,1
75210,77056,1
75210,77066,1
75210,77379,1
75210,77801,1
75210,77840,1
75210,78130,1
75210,78210,1
75210,78253,1
75210,78573,1
75210,78738,1
75210,79603,1
75210,79701,1
75210,80524,1
75211,,59
75211,0,8
75211,11111,1
75211,20785,4
75211,21430,1
75211,25211,1
75211,63101,1
75211,65040,1
75211,65721,1
75211,70459,1
75211,70606,1
75211,72601,1
75211,74701,1
75211,75000,1
75211,75001,2
75211,75002,3
75211,75006,13
75211,75007,4
75211,75010,2
75211,75014,1
75211,75016,1
75211,75019,9
75211,75021,2
75211,75023,3
75211,75024,2
75211,75025,2
75211,75028,1
75211,75030,1
75211,75032,4
75211,75033,3
75211,75034,3
75211,75035,1
75211,75036,1
75211,75038,2
75211,75039,1
75211,75040,5
75211,75041,4
75211,75042,12
75211,75043,6
75211,75044,2
75211,75050,38
75211,75051,37
75211,75052,68
75211,75053,1
75211,75054,2
75211,75056,10
75211,75057,2
75211,75060,24
75211,75061,42
75211,75062,17
75211,75063,4
75211,75065,1
75211,75067,8
75211,75068,2
75211,75069,1
75211,75071,5
75211,75074,10
75211,75075,1
75211,75076,1
75211,75077,1
75211,75080,1
75211,75081,5
75211,75082,2
75211,75087,2
75211,75088,5
75211,75089,1
75211,75093,2
75211,75098,3
75211,75104,37
75211,75105,1
75211,75110,1
75211,75111,2
75211,75114,1
75211,75115,36
75211,75116,33
75211,75119,3
75211,75124,1
75211,75125,1
75211,75126,1
75211,75134,8
75211,75137,18
75211,75141,3
75211,75142,2
75211,75143,2
75211,75146,7
75211,75149,15
75211,75150,12
75211,75151,1
75211,75152,1
75211,75154,6
75211,75159,8
75211,75160,2
75211,75161,1
75211,75165,8
75211,75168,2
75211,75180,2
75211,75181,5
75211,75189,1
75211,75201,51
75211,75202,9
75211,75203,19
75211,75204,6
75211,75205,2
75211,75206,7
75211,75207,4
75211,75208,90
75211,75209,2
75211,75210,1
75211,75211,4628
75211,75212,89
75211,75214,11
75211,75215,29
75211,75216,61
75211,75217,25
75211,75219,2
75211,75220,17
75211,75223,9
75211,75224,72
75211,75225,2
75211,75226,68
75211,75227,12
75211,75228,22
75211,75229,13
75211,75230,6
75211,75231,2
75211,75232,21
75211,75233,59
75211,75234,12
75211,75235,5
75211,75236,37
75211,75237,21
75211,75238,2
75211,75240,7
75211,75241,24
75211,75243,11
75211,75244,6
75211,75247,7
75211,75248,4
75211,75249,13
75211,75252,1
75211,75253,4
75211,75254,4
75211,75261,5
75211,75281,1
75211,75287,7
75211,75311,1
75211,75353,1
75211,75401,1
75211,75418,1
75211,75428,1
75211,75440,1
75211,75459,1
75211,75474,1
75211,75601,2
75211,75603,1
75211,75650,1
75211,75670,1
75211,75672,1
75211,75691,1
75211,75702,1
75211,75706,1
75211,75708,1
75211,75751,1
75211,75761,1
75211,75762,1
75211,76001,5
75211,76002,7
75211,76005,1
75211,76006,7
75211,76009,1
75211,76010,10
75211,76011,29
75211,76012,4
75211,76013,3
75211,76014,3
75211,76015,5
75211,76016,2
75211,76017,3
75211,76018,6
75211,76020,1
75211,76021,2
75211,76022,1
75211,76023,2
75211,76028,2
75211,76031,1
75211,76033,3
75211,76038,1
75211,76039,4
75211,76040,5
75211,76048,1
75211,76050,1
75211,76051,3
75211,76058,2
75211,76060,1
75211,76063,6
75211,76065,3
75211,76067,1
75211,76082,1
75211,76084,1
75211,76092,1
75211,76101,1
75211,76102,11
75211,76103,2
75211,76105,2
75211,76106,1
75211,76107,2
75211,76108,3
75211,76110,2
75211,76111,2
75211,76112,5
75211,76115,1
75211,76116,1
75211,76118,1
75211,76119,4
75211,76123,3
75211,76126,1
75211,76132,1
75211,76133,1
75211,76135,1
75211,76140,3
75211,76148,3
75211,76155,1
75211,76179,1
75211,76180,2
75211,76201,1
75211,76205,1
75211,76240,1
75211,76244,4
75211,76247,2
75211,76248,1
75211,76258,1
75211,76259,1
75211,76442,1
75211,76453,1
75211,76475,1
75211,76501,1
75211,76502,1
75211,76542,1
75211,76589,1
75211,76606,1
75211,76645,1
75211,76802,1
75211,76903,1
75211,77023,1
75211,77029,1
75211,77055,1
75211,77060,1
75211,77063,2
75211,77074,1
75211,77087,1
75211,77088,1
75211,77301,1
75211,77304,1
75211,77336,1
75211,77386,2
75211,77449,1
75211,77478,1
75211,77530,2
75211,77535,1
75211,77573,1
75211,77578,1
75211,77601,1
75211,77833,1
75211,77879,1
75211,78026,1
75211,78108,1
75211,78130,1
75211,78155,1
75211,78207,1
75211,78253,1
75211,78368,1
75211,78634,1
75211,78639,1
75211,78642,1
75211,78701,3
75211,78758,1
75211,79401,1
75211,79404,1
75211,79413,1
75211,79501,1
75211,79604,1
75211,79927,1
75212,,32
75212,0,11
75212,20785,2
75212,70074,1
75212,72175,1
75212,74211,1
75212,75000,2
75212,75001,1
75212,75002,1
75212,75006,9
75212,75007,1
75212,75010,2
75212,75013,1
75212,75019,2
75212,75023,1
75212,75025,2
75212,75028,2
75212,75032,1
75212,75033,1
75212,75034,3
75212,75035,2
75212,75038,4
75212,75039,6
75212,75040,3
75212,75041,3
75212,75042,16
75212,75043,7
75212,75044,2
75212,75048,1
75212,75050,17
75212,75051,15
75212,75052,27
75212,75056,2
75212,75060,23
75212,75061,54
75212,75062,10
75212,75063,6
75212,75067,8
75212,75069,1
75212,75070,2
75212,75071,3
75212,75074,11
75212,75075,3
75212,75077,1
75212,75080,3
75212,75081,5
75212,75082,1
75212,75087,5
75212,75089,2
75212,75090,1
75212,75091,1
75212,75093,3
75212,75094,2
75212,75104,6
75212,75109,1
75212,75110,1
75212,75115,15
75212,75116,20
75212,75126,1
75212,75134,13
75212,75137,1
75212,75141,1
75212,75142,1
75212,75143,1
75212,75146,5
75212,75149,18
75212,75150,6
75212,75154,7
75212,75159,4
75212,75160,3
75212,75165,6
75212,75167,1
75212,75169,1
75212,75180,3
75212,75181,5
75212,75201,39
75212,75202,15
75212,75203,9
75212,75204,9
75212,75205,2
75212,75206,3
75212,75207,1
75212,75208,27
75212,75209,5
75212,75210,1
75212,75211,433
75212,75212,1689
75212,75214,2
75212,75215,16
75212,75216,31
75212,75217,23
75212,75218,2
75212,75219,5
75212,75220,16
75212,75223,2
75212,75224,26
75212,75226,32
75212,75227,12
75212,75228,11
75212,75229,5
75212,75230,2
75212,75231,6
75212,75232,11
75212,75233,14
75212,75234,6
75212,75235,6
75212,75236,11
75212,75237,9
75212,75238,5
75212,75240,3
75212,75241,13
75212,75243,12
75212,75244,6
75212,75247,3
75212,75248,3
75212,75249,6
75212,75252,1
75212,75253,1
75212,75254,3
75212,75260,1
75212,75261,1
75212,75265,1
75212,75287,2
75212,75418,1
75212,75455,1
75212,75482,1
75212,75485,1
75212,75495,1
75212,75602,1
75212,75703,1
75212,75709,1
75212,75752,2
75212,75846,1
75212,75935,1
75212,76002,1
75212,76006,1
75212,76010,5
75212,76011,15
75212,76013,4
75212,76014,5
75212,76015,1
75212,76017,2
75212,76018,2
75212,76020,1
75212,76021,1
75212,76022,2
75212,76031,1
75212,76039,2
75212,76040,1
75212,76046,1
75212,76050,1
75212,76051,3
75212,76053,1
75212,76054,2
75212,76061,1
75212,76063,2
75212,76065,6
75212,76092,1
75212,76102,2
75212,76105,1
75212,76106,1
75212,76107,1
75212,76109,1
75212,76110,1
75212,76112,5
75212,76115,3
75212,76116,3
75212,76117,5
75212,76118,1
75212,76119,1
75212,76120,2
75212,76123,2
75212,76131,3
75212,76133,2
75212,76135,1
75212,76140,2
75212,76155,1
75212,76177,1
75212,76179,1
75212,76205,2
75212,76210,3
75212,76240,1
75212,76244,3
75212,76248,1
75212,76262,1
75212,76501,1
75212,76665,1
75212,76692,1
75212,76708,1
75212,77041,1
75212,77070,1
75212,77088,1
75212,77091,1
75212,77338,1
75212,77375,1
75212,77386,1
75212,77412,1
75212,77530,2
75212,77566,1
75212,77611,1
75212,77856,1
75212,78067,1
75212,78109,1
75212,78133,1
75212,78207,1
75212,78221,1
75212,78237,1
75212,78619,1
75212,78665,1
75212,78745,1
75212,78947,1
75212,79107,1
75212,79235,1
75212,79336,1
75212,79380,1
75212,92354,1
75214,,35
75214,0,6
75214,11111,1
75214,20785,2
75214,74025,1
75214,74211,1
75214,75002,1
75214,75006,3
75214,75007,3
75214,75010,2
75214,75019,3
75214,75024,3
75214,75025,2
75214,75026,1
75214,75032,2
75214,75034,2
75214,75035,1
75214,75039,1
75214,75040,8
75214,75041,6
75214,75042,8
75214,75043,8
75214,75044,1
75214,75045,1
75214,75048,3
75214,75050,2
75214,75051,3
75214,75054,1
75214,75060,2
75214,75061,5
75214,75062,2
75214,75063,2
75214,75067,1
75214,75068,2
75214,75070,7
75214,75071,1
75214,75074,2
75214,75075,1
75214,75077,1
75214,75080,2
75214,75081,9
75214,75088,4
75214,75089,3
75214,75093,4
75214,75094,1
75214,75104,1
75214,75114,2
75214,75115,5
75214,75126,3
75214,75132,1
75214,75137,1
75214,75141,2
75214,75142,1
75214,75149,14
75214,75150,18
75214,75154,3
75214,75158,1
75214,75159,3
75214,75172,1
75214,75180,1
75214,75181,1
75214,75182,2
75214,75189,1
75214,75201,45
75214,75202,7
75214,75204,24
75214,75205,10
75214,75206,60
75214,75207,3
75214,75208,9
75214,75209,2
75214,75211,4
75214,75212,1
75214,75214,1664
75214,75215,8
75214,75216,13
75214,75217,8
75214,75218,39
75214,75219,9
75214,75220,4
75214,75223,33
75214,75224,2
75214,75225,7
75214,75226,96
75214,75227,18
75214,75228,28
75214,75229,5
75214,75230,3
75214,75231,17
75214,75232,3
75214,75233,2
75214,75234,2
75214,75235,5
75214,75237,1
75214,75238,61
75214,75240,1
75214,75241,2
75214,75243,18
75214,75244,2
75214,75246,1
75214,75247,2
75214,75248,8
75214,75249,1
75214,75252,3
75214,75253,3
75214,75254,4
75214,75261,1
75214,75275,1
75214,75287,5
75214,75360,1
75214,75401,1
75214,75439,1
75214,75454,1
75214,75460,1
75214,75474,1
75214,75494,1
75214,75662,1
75214,75667,1
75214,75702,2
75214,75771,1
75214,76002,1
75214,76013,1
75214,76017,1
75214,76021,2
75214,76022,1
75214,76023,1
75214,76034,1
75214,76051,3
75214,76060,2
75214,76063,1
75214,76065,2
75214,76085,1
75214,76088,1
75214,76092,3
75214,76116,1
75214,76118,1
75214,76133,1
75214,76134,1
75214,76137,2
75214,76182,1
75214,76201,1
75214,76205,2
75214,76209,1
75214,76210,2
75214,76226,1
75214,76248,1
75214,76309,1
75214,76310,1
75214,76445,1
75214,76502,1
75214,77002,1
75214,77022,1
75214,77316,1
75214,77450,1
75214,78006,1
75214,78201,1
75214,78215,1
75214,78244,1
75214,78537,1
75214,78586,1
75214,78641,1
75214,78703,1
75214,78728,1
75214,78731,1
75214,79707,1
75214,85710,1
75215,,87
75215,0,5
75215,11111,3
75215,20785,2
75215,21430,2
75215,21467,2
75215,25217,1
75215,70074,3
75215,70201,2
75215,72175,1
75215,72501,1
75215,74074,1
75215,75000,4
75215,75001,3
75215,75002,5
75215,75006,14
75215,75007,6
75215,75011,1
75215,75012,1
75215,75013,4
75215,75019,4
75215,75021,1
75215,75023,3
75215,75025,1
75215,75026,1
75215,75028,2
75215,75032,4
75215,75033,1
75215,75035,5
75215,75038,6
75215,75039,2
75215,75040,10
75215,75041,10
75215,75042,14
75215,75043,19
75215,75044,5
75215,75048,5
75215,75050,11
75215,75051,7
75215,75052,11
75215,75054,1
75215,75056,3
75215,75057,1
75215,75060,3
75215,75061,21
75215,75062,6
75215,75063,9
75215,75067,11
75215,75069,4
75215,75070,2
75215,75071,3
75215,75074,12
75215,75075,3
75215,75076,1
75215,75077,1
75215,75080,4
75215,75081,10
75215,75082,1
75215,75087,7
75215,75088,3
75215,75089,4
75215,75090,1
75215,75093,4
75215,75094,3
75215,75098,5
75215,75103,2
75215,75104,27
75215,75110,4
75215,75114,2
75215,75115,36
75215,75116,11
75215,75119,4
75215,75122,1
75215,75125,4
75215,75126,12
75215,75127,1
75215,75134,17
75215,75137,3
75215,75140,1
