a.ucr_offense_description,a.month1_of_occurence,a.year1_of_occurrence,a.complainant_gender,_c4
MOTOR VEHICLE ACCIDENT,September,2016,M,163
MURDER,April,2015,F,1
MURDER,April,2015,M,4
MURDER,April,2016,M,6
MURDER,August,2015,M,3
MURDER,August,2016,F,1
MURDER,August,2016,M,4
MURDER,December,2015,M,3
MURDER,December,2016,F,1
MURDER,December,2016,M,6
MURDER,February,2015,M,2
MURDER,February,2016,M,4
MURDER,February,2017,M,4
MURDER,January,2016,M,7
MURDER,January,2017,M,6
MURDER,July,2015,M,4
MURDER,July,2016,F,1
MURDER,July,2016,M,6
MURDER,June,2015,M,8
MURDER,June,2016,F,1
MURDER,June,2016,M,7
MURDER,March,2015,M,3
MURDER,March,2016,F,2
MURDER,March,2016,M,8
MURDER,May,2015,M,3
MURDER,May,2016,F,1
MURDER,May,2016,M,3
MURDER,November,2015,M,1
MURDER,November,2016,M,3
MURDER,October,2015,F,1
MURDER,October,2015,M,6
MURDER,October,2016,F,1
MURDER,October,2016,M,6
MURDER,September,2015,M,4
MURDER,September,2016,M,8
NARCOTICS/DRUGS,April,2015,,20
NARCOTICS/DRUGS,April,2015,F,1
NARCOTICS/DRUGS,April,2016,,16
NARCOTICS/DRUGS,April,2016,M,1
NARCOTICS/DRUGS,August,2015,,27
NARCOTICS/DRUGS,August,2016,,31
NARCOTICS/DRUGS,December,2015,,13
NARCOTICS/DRUGS,December,2016,,16
NARCOTICS/DRUGS,February,2015,,6
NARCOTICS/DRUGS,February,2016,,35
NARCOTICS/DRUGS,February,2016,U,1
NARCOTICS/DRUGS,February,2017,,13
NARCOTICS/DRUGS,January,2016,,16
NARCOTICS/DRUGS,January,2017,,16
NARCOTICS/DRUGS,July,2015,,23
NARCOTICS/DRUGS,July,2015,M,1
NARCOTICS/DRUGS,July,2016,,26
NARCOTICS/DRUGS,July,2016,F,1
NARCOTICS/DRUGS,July,2016,M,1
NARCOTICS/DRUGS,June,2015,,10
NARCOTICS/DRUGS,June,2016,,25
NARCOTICS/DRUGS,March,2015,,10
NARCOTICS/DRUGS,March,2015,F,1
NARCOTICS/DRUGS,March,2016,,18
NARCOTICS/DRUGS,May,2015,,11
NARCOTICS/DRUGS,May,2016,,26
NARCOTICS/DRUGS,November,2015,,17
NARCOTICS/DRUGS,November,2016,,20
NARCOTICS/DRUGS,October,2015,,13
NARCOTICS/DRUGS,October,2016,,23
NARCOTICS/DRUGS,September,2015,,15
NARCOTICS/DRUGS,September,2016,,16
OCCUPATIONAL ACCIDENT,April,2016,,1
OCCUPATIONAL ACCIDENT,April,2016,M,2
OCCUPATIONAL ACCIDENT,August,2015,,1
OCCUPATIONAL ACCIDENT,August,2015,F,2
OCCUPATIONAL ACCIDENT,August,2015,M,2
OCCUPATIONAL ACCIDENT,August,2016,F,1
OCCUPATIONAL ACCIDENT,August,2016,M,3
OCCUPATIONAL ACCIDENT,December,2015,M,1
OCCUPATIONAL ACCIDENT,December,2016,M,1
OCCUPATIONAL ACCIDENT,February,2015,M,1
OCCUPATIONAL ACCIDENT,February,2016,,1
OCCUPATIONAL ACCIDENT,July,2015,,1
OCCUPATIONAL ACCIDENT,July,2015,F,2
OCCUPATIONAL ACCIDENT,July,2015,M,2
OCCUPATIONAL ACCIDENT,July,2016,F,1
OCCUPATIONAL ACCIDENT,June,2015,,1
OCCUPATIONAL ACCIDENT,June,2015,M,1
OCCUPATIONAL ACCIDENT,June,2016,M,1
OCCUPATIONAL ACCIDENT,March,2015,F,2
OCCUPATIONAL ACCIDENT,March,2015,M,4
OCCUPATIONAL ACCIDENT,March,2016,F,1
OCCUPATIONAL ACCIDENT,March,2016,M,2
OCCUPATIONAL ACCIDENT,May,2015,F,4
OCCUPATIONAL ACCIDENT,May,2015,M,2
OCCUPATIONAL ACCIDENT,May,2016,F,1
OCCUPATIONAL ACCIDENT,May,2016,M,2
OCCUPATIONAL ACCIDENT,November,2015,M,3
OCCUPATIONAL ACCIDENT,November,2016,F,1
OCCUPATIONAL ACCIDENT,November,2016,M,1
OCCUPATIONAL ACCIDENT,October,2015,M,1
OCCUPATIONAL ACCIDENT,October,2016,M,2
OCCUPATIONAL ACCIDENT,September,2015,F,1
OCCUPATIONAL ACCIDENT,September,2015,M,3
OCCUPATIONAL ACCIDENT,September,2016,M,1
OTHER OFFENSES,April,2015,,63
OTHER OFFENSES,April,2015,F,17
OTHER OFFENSES,April,2015,M,19
OTHER OFFENSES,April,2016,,95
OTHER OFFENSES,April,2016,F,28
OTHER OFFENSES,April,2016,M,33
OTHER OFFENSES,August,2013,,1
OTHER OFFENSES,August,2013,F,1
OTHER OFFENSES,August,2015,,61
OTHER OFFENSES,August,2015,F,13
OTHER OFFENSES,August,2015,M,19
OTHER OFFENSES,August,2016,,87
OTHER OFFENSES,August,2016,F,14
OTHER OFFENSES,August,2016,M,26
OTHER OFFENSES,December,2015,,61
OTHER OFFENSES,December,2015,F,13
OTHER OFFENSES,December,2015,M,15
OTHER OFFENSES,December,2016,,63
OTHER OFFENSES,December,2016,F,18
OTHER OFFENSES,December,2016,M,18
OTHER OFFENSES,February,2015,,33
OTHER OFFENSES,February,2015,F,7
OTHER OFFENSES,February,2015,M,7
OTHER OFFENSES,February,2016,,71
OTHER OFFENSES,February,2016,F,15
OTHER OFFENSES,February,2016,M,11
OTHER OFFENSES,February,2017,,50
OTHER OFFENSES,February,2017,F,9
OTHER OFFENSES,February,2017,M,7
OTHER OFFENSES,January,2015,,2
OTHER OFFENSES,January,2016,,52
OTHER OFFENSES,January,2016,F,15
OTHER OFFENSES,January,2016,M,12
OTHER OFFENSES,January,2017,,56
OTHER OFFENSES,January,2017,F,24
OTHER OFFENSES,January,2017,M,13
OTHER OFFENSES,July,2015,,56
OTHER OFFENSES,July,2015,F,15
OTHER OFFENSES,July,2015,M,13
OTHER OFFENSES,July,2016,,64
OTHER OFFENSES,July,2016,F,12
OTHER OFFENSES,July,2016,M,26
OTHER OFFENSES,June,2015,,62
OTHER OFFENSES,June,2015,F,22
OTHER OFFENSES,June,2015,M,17
OTHER OFFENSES,June,2016,,83
OTHER OFFENSES,June,2016,F,14
OTHER OFFENSES,June,2016,M,21
OTHER OFFENSES,March,2014,,1
OTHER OFFENSES,March,2015,,36
OTHER OFFENSES,March,2015,F,18
OTHER OFFENSES,March,2015,M,15
OTHER OFFENSES,March,2016,,77
OTHER OFFENSES,March,2016,F,22
OTHER OFFENSES,March,2016,M,25
OTHER OFFENSES,May,2015,,52
OTHER OFFENSES,May,2015,F,18
OTHER OFFENSES,May,2015,M,20
OTHER OFFENSES,May,2015,U,1
OTHER OFFENSES,May,2016,,85
OTHER OFFENSES,May,2016,F,27
OTHER OFFENSES,May,2016,M,22
OTHER OFFENSES,November,2015,,61
OTHER OFFENSES,November,2015,F,12
OTHER OFFENSES,November,2015,M,16
OTHER OFFENSES,November,2016,,62
OTHER OFFENSES,November,2016,F,26
OTHER OFFENSES,November,2016,M,19
OTHER OFFENSES,October,2015,,59
OTHER OFFENSES,October,2015,F,22
OTHER OFFENSES,October,2015,M,15
OTHER OFFENSES,October,2016,,74
OTHER OFFENSES,October,2016,F,19
OTHER OFFENSES,October,2016,M,31
OTHER OFFENSES,September,2015,,73
OTHER OFFENSES,September,2015,F,18
OTHER OFFENSES,September,2015,M,25
OTHER OFFENSES,September,2016,,73
OTHER OFFENSES,September,2016,F,18
OTHER OFFENSES,September,2016,M,13
ROBBERY,April,2015,,75
ROBBERY,April,2015,F,38
ROBBERY,April,2015,M,94
ROBBERY,April,2016,,75
ROBBERY,April,2016,F,37
ROBBERY,April,2016,M,131
ROBBERY,August,2015,,72
ROBBERY,August,2015,F,35
ROBBERY,August,2015,M,133
ROBBERY,August,2016,,83
ROBBERY,August,2016,F,51
ROBBERY,August,2016,M,146
ROBBERY,December,2015,,98
ROBBERY,December,2015,F,42
ROBBERY,December,2015,M,142
ROBBERY,December,2015,U,1
ROBBERY,December,2016,,91
ROBBERY,December,2016,F,42
ROBBERY,December,2016,M,87
ROBBERY,February,2015,,36
ROBBERY,February,2015,F,9
ROBBERY,February,2015,M,46
ROBBERY,February,2016,,58
ROBBERY,February,2016,F,33
ROBBERY,February,2016,M,86
ROBBERY,February,2017,,61
ROBBERY,February,2017,F,43
ROBBERY,February,2017,M,71
ROBBERY,January,2015,F,1
ROBBERY,January,2016,,114
ROBBERY,January,2016,F,45
ROBBERY,January,2016,M,140
ROBBERY,January,2017,,89
ROBBERY,January,2017,F,47
ROBBERY,January,2017,M,114
ROBBERY,July,2015,,62
ROBBERY,July,2015,F,26
ROBBERY,July,2015,M,119
ROBBERY,July,2016,,63
ROBBERY,July,2016,F,47
ROBBERY,July,2016,M,104
ROBBERY,June,2015,,88
ROBBERY,June,2015,F,60
ROBBERY,June,2015,M,120
ROBBERY,June,2016,,70
ROBBERY,June,2016,F,28
ROBBERY,June,2016,M,103
ROBBERY,March,2015,,53
ROBBERY,March,2015,F,42
ROBBERY,March,2015,M,81
ROBBERY,March,2016,,62
ROBBERY,March,2016,F,26
ROBBERY,March,2016,M,69
ROBBERY,May,2015,,79
ROBBERY,May,2015,F,34
ROBBERY,May,2015,M,102
ROBBERY,May,2016,,96
ROBBERY,May,2016,F,41
ROBBERY,May,2016,M,123
ROBBERY,May,2016,U,1
ROBBERY,November,2015,,86
ROBBERY,November,2015,F,45
ROBBERY,November,2015,M,100
ROBBERY,November,2016,,90
ROBBERY,November,2016,F,43
ROBBERY,November,2016,M,106
ROBBERY,October,2015,,80
ROBBERY,October,2015,F,43
ROBBERY,October,2015,M,84
ROBBERY,October,2016,,89
ROBBERY,October,2016,F,45
ROBBERY,October,2016,M,133
ROBBERY,September,2015,,62
ROBBERY,September,2015,F,30
ROBBERY,September,2015,M,85
ROBBERY,September,2016,,69
ROBBERY,September,2016,F,38
ROBBERY,September,2016,M,142
SUDDEN DEATH,April,2015,F,8
SUDDEN DEATH,April,2015,M,16
SUDDEN DEATH,April,2016,F,15
SUDDEN DEATH,April,2016,M,29
SUDDEN DEATH,August,2015,F,22
SUDDEN DEATH,August,2015,M,38
SUDDEN DEATH,August,2016,F,20
SUDDEN DEATH,August,2016,M,34
SUDDEN DEATH,December,2015,F,25
SUDDEN DEATH,December,2015,M,21
SUDDEN DEATH,December,2016,F,30
SUDDEN DEATH,December,2016,M,36
SUDDEN DEATH,February,2015,F,9
SUDDEN DEATH,February,2015,M,17
SUDDEN DEATH,February,2016,F,22
SUDDEN DEATH,February,2016,M,18
SUDDEN DEATH,February,2017,F,12
SUDDEN DEATH,February,2017,M,23
SUDDEN DEATH,January,2016,F,26
SUDDEN DEATH,January,2016,M,31
SUDDEN DEATH,January,2017,F,24
SUDDEN DEATH,January,2017,M,37
SUDDEN DEATH,July,2015,F,15
SUDDEN DEATH,July,2015,M,40
SUDDEN DEATH,July,2016,F,20
SUDDEN DEATH,July,2016,M,31
SUDDEN DEATH,June,2015,F,14
SUDDEN DEATH,June,2015,M,22
SUDDEN DEATH,June,2016,F,27
SUDDEN DEATH,June,2016,M,26
SUDDEN DEATH,March,2015,F,22
SUDDEN DEATH,March,2015,M,19
SUDDEN DEATH,March,2016,F,23
SUDDEN DEATH,March,2016,M,30
SUDDEN DEATH,May,2015,F,13
SUDDEN DEATH,May,2015,M,31
SUDDEN DEATH,May,2016,F,28
SUDDEN DEATH,May,2016,M,43
SUDDEN DEATH,November,2015,F,21
SUDDEN DEATH,November,2015,M,39
SUDDEN DEATH,November,2016,F,24
SUDDEN DEATH,November,2016,M,28
SUDDEN DEATH,October,2015,F,19
SUDDEN DEATH,October,2015,M,36
SUDDEN DEATH,October,2016,F,22
SUDDEN DEATH,October,2016,M,30
SUDDEN DEATH,September,2015,F,16
SUDDEN DEATH,September,2015,M,40
SUDDEN DEATH,September,2016,F,16
SUDDEN DEATH,September,2016,M,32
THEFT,April,2015,,248
THEFT,April,2015,F,281
THEFT,April,2015,M,408
THEFT,April,2015,U,4
THEFT,April,2016,,202
THEFT,April,2016,F,343
THEFT,April,2016,M,417
THEFT,April,2016,U,1
THEFT,August,2014,F,1
THEFT,August,2015,,271
THEFT,August,2015,F,330
THEFT,August,2015,M,417
THEFT,August,2016,,188
THEFT,August,2016,F,383
THEFT,August,2016,M,437
THEFT,August,2016,U,1
THEFT,December,2014,,2
THEFT,December,2014,M,2
THEFT,December,2015,,187
THEFT,December,2015,F,361
THEFT,December,2015,M,437
THEFT,December,2015,U,1
THEFT,December,2016,,199
THEFT,December,2016,F,392
THEFT,December,2016,M,466
THEFT,February,2015,,144
THEFT,February,2015,F,144
THEFT,February,2015,M,222
THEFT,February,2015,U,1
THEFT,February,2016,,176
THEFT,February,2016,F,252
THEFT,February,2016,M,415
THEFT,February,2016,U,1
THEFT,February,2017,,115
THEFT,February,2017,F,171
THEFT,February,2017,M,254
THEFT,January,2010,F,1
THEFT,January,2010,M,1
THEFT,January,2013,,1
THEFT,January,2015,,15
THEFT,January,2015,F,9
THEFT,January,2015,M,9
THEFT,January,2016,,190
THEFT,January,2016,F,384
THEFT,January,2016,M,408
THEFT,January,2017,,161
THEFT,January,2017,F,307
THEFT,January,2017,M,446
THEFT,July,2014,F,1
THEFT,July,2015,,272
THEFT,July,2015,F,382
THEFT,July,2015,M,423
THEFT,July,2016,,197
THEFT,July,2016,F,336
THEFT,July,2016,M,445
THEFT,June,2014,,1
THEFT,June,2015,,255
THEFT,June,2015,F,351
THEFT,June,2015,M,414
THEFT,June,2015,U,6
THEFT,June,2016,,200
THEFT,June,2016,F,394
THEFT,June,2016,M,476
THEFT,March,2014,,1
THEFT,March,2014,F,1
THEFT,March,2015,,240
THEFT,March,2015,F,350
THEFT,March,2015,M,413
THEFT,March,2015,U,5
THEFT,March,2016,,204
THEFT,March,2016,F,344
THEFT,March,2016,M,420
THEFT,March,2016,U,1
THEFT,May,2014,,2
THEFT,May,2015,,275
THEFT,May,2015,F,337
THEFT,May,2015,M,404
THEFT,May,2015,U,4
THEFT,May,2016,,214
THEFT,May,2016,F,353
THEFT,May,2016,M,429
THEFT,November,2014,,2
THEFT,November,2014,F,1
THEFT,November,2014,M,1
THEFT,November,2015,,196
THEFT,November,2015,F,337
THEFT,November,2015,M,416
THEFT,November,2015,TEST,1
THEFT,November,2015,U,1
THEFT,November,2016,,193
THEFT,November,2016,F,313
THEFT,November,2016,M,408
THEFT,November,2016,U,1
THEFT,October,2014,,4
THEFT,October,2014,F,1
THEFT,October,2014,M,1
THEFT,October,2015,,200
THEFT,October,2015,F,372
THEFT,October,2015,M,474
THEFT,October,2015,U,3
THEFT,October,2016,,191
THEFT,October,2016,F,349
THEFT,October,2016,M,418
THEFT,September,2011,M,1
THEFT,September,2013,,1
THEFT,September,2014,M,1
THEFT,September,2015,,198
THEFT,September,2015,F,341
THEFT,September,2015,M,392
THEFT,September,2015,U,1
THEFT,September,2016,,198
THEFT,September,2016,F,362
THEFT,September,2016,M,444
THEFT,September,2016,U,1
TRAFFIC FATALITY,April,2015,F,1
TRAFFIC FATALITY,April,2015,M,3
TRAFFIC FATALITY,April,2016,M,10
TRAFFIC FATALITY,August,2016,,1
TRAFFIC FATALITY,August,2016,F,1
TRAFFIC FATALITY,August,2016,M,5
TRAFFIC FATALITY,December,2014,M,1
TRAFFIC FATALITY,December,2015,,1
TRAFFIC FATALITY,December,2015,F,2
TRAFFIC FATALITY,December,2015,M,2
TRAFFIC FATALITY,December,2016,F,1
TRAFFIC FATALITY,December,2016,M,1
TRAFFIC FATALITY,February,2016,F,3
TRAFFIC FATALITY,February,2016,M,2
TRAFFIC FATALITY,February,2017,F,1
TRAFFIC FATALITY,February,2017,M,1
TRAFFIC FATALITY,January,2016,M,4
TRAFFIC FATALITY,January,2017,M,2
TRAFFIC FATALITY,July,2015,F,2
TRAFFIC FATALITY,July,2016,F,3
TRAFFIC FATALITY,July,2016,M,2
TRAFFIC FATALITY,June,2015,M,2
TRAFFIC FATALITY,June,2016,M,3
TRAFFIC FATALITY,March,2015,F,3
TRAFFIC FATALITY,March,2015,M,4
TRAFFIC FATALITY,March,2016,F,1
TRAFFIC FATALITY,March,2016,M,6
TRAFFIC FATALITY,May,2015,F,2
TRAFFIC FATALITY,May,2015,M,7
TRAFFIC FATALITY,May,2016,M,5
TRAFFIC FATALITY,November,2015,,2
TRAFFIC FATALITY,November,2015,M,7
TRAFFIC FATALITY,November,2016,F,1
TRAFFIC FATALITY,November,2016,M,6
TRAFFIC FATALITY,October,2015,,1
TRAFFIC FATALITY,October,2015,F,1
TRAFFIC FATALITY,October,2015,M,5
TRAFFIC FATALITY,October,2016,,1
TRAFFIC FATALITY,October,2016,F,1
TRAFFIC FATALITY,October,2016,M,5
TRAFFIC FATALITY,September,2015,F,1
TRAFFIC FATALITY,September,2015,M,5
TRAFFIC FATALITY,September,2016,M,7
WEAPONS,April,2015,,2
WEAPONS,April,2016,,9
WEAPONS,August,2015,,6
WEAPONS,August,2016,,7
WEAPONS,December,2015,,2
WEAPONS,December,2015,M,1
WEAPONS,December,2016,,9
WEAPONS,December,2016,M,1
WEAPONS,February,2015,,2
WEAPONS,February,2015,F,1
WEAPONS,February,2015,M,1
WEAPONS,February,2016,,7
WEAPONS,February,2017,,4
WEAPONS,January,2016,,8
WEAPONS,January,2017,,9
WEAPONS,July,2015,,5
WEAPONS,July,2016,,8
WEAPONS,June,2015,,4
WEAPONS,June,2015,F,1
WEAPONS,June,2016,,7
WEAPONS,March,2015,,7
WEAPONS,March,2016,,10
WEAPONS,May,2015,,7
WEAPONS,May,2016,,7
WEAPONS,November,2015,,5
WEAPONS,November,2016,,6
WEAPONS,October,2015,,3
WEAPONS,October,2016,,11
WEAPONS,September,2015,,7
WEAPONS,September,2016,,4
