a.ucr_offense_description,a.month1_of_occurence,a.year1_of_occurrence,a.complainant_gender,_c4
LOST PROPERTY,August,2016,F,7
LOST PROPERTY,August,2016,M,3
LOST PROPERTY,December,2015,,4
LOST PROPERTY,December,2015,F,3
LOST PROPERTY,December,2015,M,2
LOST PROPERTY,December,2016,,1
LOST PROPERTY,December,2016,F,7
LOST PROPERTY,December,2016,M,4
LOST PROPERTY,February,2015,,2
LOST PROPERTY,February,2015,F,3
LOST PROPERTY,February,2015,M,1
LOST PROPERTY,February,2016,,2
LOST PROPERTY,February,2016,F,9
LOST PROPERTY,February,2016,M,3
LOST PROPERTY,February,2017,F,1
LOST PROPERTY,February,2017,M,2
LOST PROPERTY,January,2011,,1
LOST PROPERTY,January,2015,M,1
LOST PROPERTY,January,2016,,1
LOST PROPERTY,January,2016,F,5
LOST PROPERTY,January,2016,M,3
LOST PROPERTY,January,2017,,2
LOST PROPERTY,January,2017,F,3
LOST PROPERTY,January,2017,M,5
LOST PROPERTY,July,2015,,1
LOST PROPERTY,July,2015,F,3
LOST PROPERTY,July,2015,M,4
LOST PROPERTY,July,2016,F,5
LOST PROPERTY,July,2016,M,3
LOST PROPERTY,June,2015,F,4
LOST PROPERTY,June,2015,M,5
LOST PROPERTY,June,2016,,2
LOST PROPERTY,June,2016,F,6
LOST PROPERTY,June,2016,M,10
LOST PROPERTY,March,2015,F,7
LOST PROPERTY,March,2015,M,3
LOST PROPERTY,March,2016,F,2
LOST PROPERTY,March,2016,M,8
LOST PROPERTY,May,2015,,1
LOST PROPERTY,May,2015,F,7
LOST PROPERTY,May,2016,,1
LOST PROPERTY,May,2016,F,2
LOST PROPERTY,May,2016,M,5
LOST PROPERTY,November,2014,F,1
LOST PROPERTY,November,2014,M,1
LOST PROPERTY,November,2015,,2
LOST PROPERTY,November,2015,F,1
LOST PROPERTY,November,2015,M,4
LOST PROPERTY,November,2016,,2
LOST PROPERTY,November,2016,F,5
LOST PROPERTY,November,2016,M,4
LOST PROPERTY,October,2015,,1
LOST PROPERTY,October,2015,F,9
LOST PROPERTY,October,2015,M,6
LOST PROPERTY,October,2016,,1
LOST PROPERTY,October,2016,F,4
LOST PROPERTY,October,2016,M,3
LOST PROPERTY,September,2015,,1
LOST PROPERTY,September,2015,F,6
LOST PROPERTY,September,2015,M,8
LOST PROPERTY,September,2016,,2
LOST PROPERTY,September,2016,F,9
LOST PROPERTY,September,2016,M,3
MOTOR VEHICLE ACCIDENT,April,2015,,3
MOTOR VEHICLE ACCIDENT,April,2015,F,37
MOTOR VEHICLE ACCIDENT,April,2015,M,35
MOTOR VEHICLE ACCIDENT,April,2016,,4
MOTOR VEHICLE ACCIDENT,April,2016,F,42
MOTOR VEHICLE ACCIDENT,April,2016,M,33
MOTOR VEHICLE ACCIDENT,August,2015,,5
MOTOR VEHICLE ACCIDENT,August,2015,F,23
MOTOR VEHICLE ACCIDENT,August,2015,M,41
MOTOR VEHICLE ACCIDENT,August,2016,,7
MOTOR VEHICLE ACCIDENT,August,2016,F,38
MOTOR VEHICLE ACCIDENT,August,2016,M,40
MOTOR VEHICLE ACCIDENT,December,2015,,2
MOTOR VEHICLE ACCIDENT,December,2015,F,30
MOTOR VEHICLE ACCIDENT,December,2015,M,44
MOTOR VEHICLE ACCIDENT,December,2016,,10
MOTOR VEHICLE ACCIDENT,December,2016,F,27
MOTOR VEHICLE ACCIDENT,December,2016,M,41
MOTOR VEHICLE ACCIDENT,February,2015,,7
MOTOR VEHICLE ACCIDENT,February,2015,F,22
MOTOR VEHICLE ACCIDENT,February,2015,M,24
MOTOR VEHICLE ACCIDENT,February,2016,,7
MOTOR VEHICLE ACCIDENT,February,2016,F,24
MOTOR VEHICLE ACCIDENT,February,2016,M,40
MOTOR VEHICLE ACCIDENT,February,2017,,4
MOTOR VEHICLE ACCIDENT,February,2017,F,19
MOTOR VEHICLE ACCIDENT,February,2017,M,29
MOTOR VEHICLE ACCIDENT,January,2016,,3
MOTOR VEHICLE ACCIDENT,January,2016,F,48
MOTOR VEHICLE ACCIDENT,January,2016,M,40
MOTOR VEHICLE ACCIDENT,January,2017,,8
MOTOR VEHICLE ACCIDENT,January,2017,F,44
MOTOR VEHICLE ACCIDENT,January,2017,M,36
MOTOR VEHICLE ACCIDENT,July,2015,,5
MOTOR VEHICLE ACCIDENT,July,2015,F,33
MOTOR VEHICLE ACCIDENT,July,2015,M,35
MOTOR VEHICLE ACCIDENT,July,2016,,11
MOTOR VEHICLE ACCIDENT,July,2016,F,37
MOTOR VEHICLE ACCIDENT,July,2016,M,36
MOTOR VEHICLE ACCIDENT,June,2015,,6
MOTOR VEHICLE ACCIDENT,June,2015,F,27
MOTOR VEHICLE ACCIDENT,June,2015,M,30
MOTOR VEHICLE ACCIDENT,June,2016,,3
MOTOR VEHICLE ACCIDENT,June,2016,F,64
MOTOR VEHICLE ACCIDENT,June,2016,M,44
MOTOR VEHICLE ACCIDENT,March,2015,,6
MOTOR VEHICLE ACCIDENT,March,2015,F,38
MOTOR VEHICLE ACCIDENT,March,2015,M,44
MOTOR VEHICLE ACCIDENT,March,2016,,5
MOTOR VEHICLE ACCIDENT,March,2016,F,43
MOTOR VEHICLE ACCIDENT,March,2016,M,51
MOTOR VEHICLE ACCIDENT,May,2015,,4
MOTOR VEHICLE ACCIDENT,May,2015,F,22
MOTOR VEHICLE ACCIDENT,May,2015,M,38
MOTOR VEHICLE ACCIDENT,May,2016,,5
MOTOR VEHICLE ACCIDENT,May,2016,F,45
MOTOR VEHICLE ACCIDENT,May,2016,M,43
MOTOR VEHICLE ACCIDENT,November,2015,,9
MOTOR VEHICLE ACCIDENT,November,2015,F,32
MOTOR VEHICLE ACCIDENT,November,2015,M,40
MOTOR VEHICLE ACCIDENT,November,2016,,2
MOTOR VEHICLE ACCIDENT,November,2016,F,42
MOTOR VEHICLE ACCIDENT,November,2016,M,43
MOTOR VEHICLE ACCIDENT,October,2015,,7
MOTOR VEHICLE ACCIDENT,October,2015,F,45
MOTOR VEHICLE ACCIDENT,October,2015,M,35
MOTOR VEHICLE ACCIDENT,October,2015,U,1
MOTOR VEHICLE ACCIDENT,October,2016,,5
MOTOR VEHICLE ACCIDENT,October,2016,F,31
MOTOR VEHICLE ACCIDENT,October,2016,M,41
MOTOR VEHICLE ACCIDENT,September,2015,,3
MOTOR VEHICLE ACCIDENT,September,2015,F,34
MOTOR VEHICLE ACCIDENT,September,2015,M,37
MOTOR VEHICLE ACCIDENT,September,2016,,7
MOTOR VEHICLE ACCIDENT,September,2016,F,45
MOTOR VEHICLE ACCIDENT,September,2016,M,44
MURDER,February,2016,M,1
MURDER,February,2017,M,1
MURDER,March,2016,M,1
MURDER,May,2015,F,1
MURDER,May,2016,M,1
NARCOTICS/DRUGS,April,2015,,5
NARCOTICS/DRUGS,April,2016,,2
NARCOTICS/DRUGS,August,2016,,3
NARCOTICS/DRUGS,December,2015,,1
NARCOTICS/DRUGS,December,2016,,3
NARCOTICS/DRUGS,February,2015,,1
NARCOTICS/DRUGS,February,2016,,1
NARCOTICS/DRUGS,February,2017,,3
NARCOTICS/DRUGS,January,2017,,5
NARCOTICS/DRUGS,July,2016,,4
NARCOTICS/DRUGS,June,2015,,1
NARCOTICS/DRUGS,June,2016,,3
NARCOTICS/DRUGS,March,2015,,1
NARCOTICS/DRUGS,March,2016,,3
NARCOTICS/DRUGS,May,2015,,1
NARCOTICS/DRUGS,May,2015,M,1
NARCOTICS/DRUGS,May,2016,,3
NARCOTICS/DRUGS,November,2015,,1
NARCOTICS/DRUGS,November,2016,,2
NARCOTICS/DRUGS,October,2015,,4
NARCOTICS/DRUGS,October,2016,,4
NARCOTICS/DRUGS,September,2015,,2
NARCOTICS/DRUGS,September,2016,,3
OCCUPATIONAL ACCIDENT,August,2016,F,1
OCCUPATIONAL ACCIDENT,December,2015,F,1
OCCUPATIONAL ACCIDENT,December,2016,M,1
OCCUPATIONAL ACCIDENT,June,2016,F,1
OCCUPATIONAL ACCIDENT,June,2016,M,1
OCCUPATIONAL ACCIDENT,May,2016,M,1
OCCUPATIONAL ACCIDENT,November,2015,F,1
OTHER OFFENSES,April,2015,,15
OTHER OFFENSES,April,2015,F,2
OTHER OFFENSES,April,2015,M,5
OTHER OFFENSES,April,2016,,8
OTHER OFFENSES,April,2016,F,2
OTHER OFFENSES,April,2016,M,4
OTHER OFFENSES,August,2015,,4
OTHER OFFENSES,August,2015,F,5
OTHER OFFENSES,August,2015,M,4
OTHER OFFENSES,August,2016,,7
OTHER OFFENSES,August,2016,F,1
OTHER OFFENSES,August,2016,M,4
OTHER OFFENSES,December,2015,,6
OTHER OFFENSES,December,2015,F,3
OTHER OFFENSES,December,2015,M,10
OTHER OFFENSES,December,2016,,7
OTHER OFFENSES,December,2016,F,4
OTHER OFFENSES,December,2016,M,7
OTHER OFFENSES,February,2015,,1
OTHER OFFENSES,February,2015,F,2
OTHER OFFENSES,February,2015,M,2
OTHER OFFENSES,February,2016,,5
OTHER OFFENSES,February,2016,F,3
OTHER OFFENSES,February,2016,M,3
OTHER OFFENSES,February,2017,,3
OTHER OFFENSES,February,2017,F,1
OTHER OFFENSES,February,2017,M,2
OTHER OFFENSES,January,2016,,6
OTHER OFFENSES,January,2016,F,2
OTHER OFFENSES,January,2016,M,1
OTHER OFFENSES,January,2017,,9
OTHER OFFENSES,January,2017,F,1
OTHER OFFENSES,January,2017,M,3
OTHER OFFENSES,July,2015,,8
OTHER OFFENSES,July,2015,F,3
OTHER OFFENSES,July,2015,M,3
OTHER OFFENSES,July,2016,,15
OTHER OFFENSES,July,2016,F,3
OTHER OFFENSES,July,2016,M,5
OTHER OFFENSES,June,2015,,6
OTHER OFFENSES,June,2015,F,2
OTHER OFFENSES,June,2015,M,3
OTHER OFFENSES,June,2016,,9
OTHER OFFENSES,June,2016,F,5
OTHER OFFENSES,June,2016,M,3
OTHER OFFENSES,March,2015,,5
OTHER OFFENSES,March,2015,F,2
OTHER OFFENSES,March,2016,,7
OTHER OFFENSES,March,2016,F,4
OTHER OFFENSES,March,2016,M,4
OTHER OFFENSES,May,2015,,6
OTHER OFFENSES,May,2015,F,1
OTHER OFFENSES,May,2015,M,1
OTHER OFFENSES,May,2016,,13
OTHER OFFENSES,May,2016,F,2
OTHER OFFENSES,May,2016,M,4
OTHER OFFENSES,November,2015,,11
OTHER OFFENSES,November,2015,F,1
OTHER OFFENSES,November,2015,M,2
OTHER OFFENSES,November,2016,,10
OTHER OFFENSES,November,2016,F,3
OTHER OFFENSES,November,2016,M,3
OTHER OFFENSES,October,2015,,8
OTHER OFFENSES,October,2015,F,2
OTHER OFFENSES,October,2015,M,4
OTHER OFFENSES,October,2016,,13
OTHER OFFENSES,October,2016,F,7
OTHER OFFENSES,October,2016,M,6
OTHER OFFENSES,September,2015,,9
OTHER OFFENSES,September,2015,M,2
OTHER OFFENSES,September,2016,,13
OTHER OFFENSES,September,2016,F,1
OTHER OFFENSES,September,2016,M,7
ROBBERY,April,2015,,7
ROBBERY,April,2015,F,7
ROBBERY,April,2015,M,11
ROBBERY,April,2016,,13
ROBBERY,April,2016,F,5
ROBBERY,April,2016,M,17
ROBBERY,August,2015,,10
ROBBERY,August,2015,F,12
ROBBERY,August,2015,M,10
ROBBERY,August,2016,,10
ROBBERY,August,2016,F,7
ROBBERY,August,2016,M,8
ROBBERY,December,2015,,12
ROBBERY,December,2015,F,5
ROBBERY,December,2015,M,12
ROBBERY,December,2016,,19
ROBBERY,December,2016,F,4
ROBBERY,December,2016,M,14
ROBBERY,February,2015,,3
ROBBERY,February,2015,F,2
ROBBERY,February,2015,M,1
ROBBERY,February,2016,,13
ROBBERY,February,2016,F,4
ROBBERY,February,2016,M,29
ROBBERY,February,2017,,5
ROBBERY,February,2017,F,2
ROBBERY,February,2017,M,4
ROBBERY,January,2016,,10
ROBBERY,January,2016,F,3
ROBBERY,January,2016,M,15
ROBBERY,January,2017,,13
ROBBERY,January,2017,F,1
ROBBERY,January,2017,M,7
ROBBERY,July,2015,,8
ROBBERY,July,2015,F,3
ROBBERY,July,2015,M,14
ROBBERY,July,2015,U,1
ROBBERY,July,2016,,11
ROBBERY,July,2016,F,6
ROBBERY,July,2016,M,8
ROBBERY,June,2015,,18
ROBBERY,June,2015,F,9
ROBBERY,June,2015,M,16
ROBBERY,June,2016,,14
ROBBERY,June,2016,F,3
ROBBERY,June,2016,M,14
ROBBERY,March,2015,,7
ROBBERY,March,2015,F,7
ROBBERY,March,2015,M,12
ROBBERY,March,2016,,12
ROBBERY,March,2016,F,2
ROBBERY,March,2016,M,11
ROBBERY,May,2015,,15
ROBBERY,May,2015,F,8
ROBBERY,May,2015,M,14
ROBBERY,May,2016,,8
ROBBERY,May,2016,F,4
ROBBERY,May,2016,M,12
ROBBERY,November,2015,,13
ROBBERY,November,2015,F,9
ROBBERY,November,2015,M,24
ROBBERY,November,2016,,16
ROBBERY,November,2016,F,9
ROBBERY,November,2016,M,11
ROBBERY,October,2015,,12
ROBBERY,October,2015,F,7
ROBBERY,October,2015,M,20
ROBBERY,October,2016,,10
ROBBERY,October,2016,F,4
ROBBERY,October,2016,M,11
ROBBERY,September,2015,,8
ROBBERY,September,2015,F,3
ROBBERY,September,2015,M,7
ROBBERY,September,2016,,14
ROBBERY,September,2016,F,7
ROBBERY,September,2016,M,12
SUDDEN DEATH,April,2015,F,3
SUDDEN DEATH,April,2015,M,7
SUDDEN DEATH,April,2016,F,5
SUDDEN DEATH,April,2016,M,8
SUDDEN DEATH,August,2015,F,2
SUDDEN DEATH,August,2015,M,5
SUDDEN DEATH,August,2016,F,2
SUDDEN DEATH,August,2016,M,7
SUDDEN DEATH,December,2015,F,7
SUDDEN DEATH,December,2015,M,4
SUDDEN DEATH,December,2016,F,2
SUDDEN DEATH,December,2016,M,4
SUDDEN DEATH,February,2015,F,1
SUDDEN DEATH,February,2015,M,3
SUDDEN DEATH,February,2016,F,2
SUDDEN DEATH,February,2016,M,8
SUDDEN DEATH,February,2017,F,1
SUDDEN DEATH,February,2017,M,3
SUDDEN DEATH,January,2016,F,3
SUDDEN DEATH,January,2016,M,2
SUDDEN DEATH,January,2017,F,3
SUDDEN DEATH,January,2017,M,9
SUDDEN DEATH,July,2015,F,2
SUDDEN DEATH,July,2015,M,7
SUDDEN DEATH,July,2016,F,4
SUDDEN DEATH,July,2016,M,6
SUDDEN DEATH,June,2015,F,3
SUDDEN DEATH,June,2015,M,6
SUDDEN DEATH,June,2016,F,3
SUDDEN DEATH,June,2016,M,3
SUDDEN DEATH,March,2015,F,2
SUDDEN DEATH,March,2015,M,5
SUDDEN DEATH,March,2016,F,6
SUDDEN DEATH,March,2016,M,6
SUDDEN DEATH,May,2015,F,3
SUDDEN DEATH,May,2015,M,6
SUDDEN DEATH,May,2016,F,1
SUDDEN DEATH,May,2016,M,4
SUDDEN DEATH,November,2015,F,1
SUDDEN DEATH,November,2015,M,5
SUDDEN DEATH,November,2016,F,3
SUDDEN DEATH,November,2016,M,7
SUDDEN DEATH,October,2015,F,5
SUDDEN DEATH,October,2015,M,7
SUDDEN DEATH,October,2016,F,6
SUDDEN DEATH,October,2016,M,4
SUDDEN DEATH,September,2015,F,1
SUDDEN DEATH,September,2015,M,12
SUDDEN DEATH,September,2016,F,5
SUDDEN DEATH,September,2016,M,2
THEFT,April,2015,,36
THEFT,April,2015,F,103
THEFT,April,2015,M,102
THEFT,April,2015,TEST,1
THEFT,April,2016,,31
THEFT,April,2016,F,103
THEFT,April,2016,M,120
THEFT,August,2013,F,1
THEFT,August,2014,,1
THEFT,August,2014,F,1
THEFT,August,2014,M,1
THEFT,August,2015,,54
THEFT,August,2015,F,81
THEFT,August,2015,M,104
THEFT,August,2016,,37
THEFT,August,2016,F,128
THEFT,August,2016,M,174
THEFT,December,2014,M,3
THEFT,December,2015,,30
THEFT,December,2015,F,105
THEFT,December,2015,M,158
THEFT,December,2016,,24
THEFT,December,2016,F,97
THEFT,December,2016,M,137
THEFT,February,2015,,17
THEFT,February,2015,F,33
THEFT,February,2015,M,51
THEFT,February,2015,U,1
THEFT,February,2016,,42
THEFT,February,2016,F,81
THEFT,February,2016,M,116
THEFT,February,2017,,17
THEFT,February,2017,F,68
THEFT,February,2017,M,73
THEFT,January,2015,,5
THEFT,January,2015,F,2
THEFT,January,2015,M,1
THEFT,January,2016,,34
THEFT,January,2016,F,105
THEFT,January,2016,M,133
THEFT,January,2017,,37
THEFT,January,2017,F,91
THEFT,January,2017,M,140
THEFT,July,2014,M,1
THEFT,July,2015,,43
THEFT,July,2015,F,87
THEFT,July,2015,M,129
THEFT,July,2016,,36
THEFT,July,2016,F,118
THEFT,July,2016,M,151
THEFT,June,2015,,62
THEFT,June,2015,F,127
THEFT,June,2015,M,131
THEFT,June,2016,,57
THEFT,June,2016,F,100
THEFT,June,2016,M,122
THEFT,March,2015,,51
THEFT,March,2015,F,93
THEFT,March,2015,M,120
THEFT,March,2016,,28
THEFT,March,2016,F,98
THEFT,March,2016,M,122
THEFT,May,2015,,35
THEFT,May,2015,F,116
THEFT,May,2015,M,131
THEFT,May,2016,,48
THEFT,May,2016,F,108
THEFT,May,2016,M,168
THEFT,November,2015,,50
THEFT,November,2015,F,97
THEFT,November,2015,M,117
THEFT,November,2016,,36
THEFT,November,2016,F,123
THEFT,November,2016,M,146
THEFT,October,2014,M,1
THEFT,October,2015,,37
THEFT,October,2015,F,98
THEFT,October,2015,M,155
THEFT,October,2016,,29
THEFT,October,2016,F,93
THEFT,October,2016,M,148
THEFT,September,2015,,42
THEFT,September,2015,F,69
THEFT,September,2015,M,113
THEFT,September,2016,,41
THEFT,September,2016,F,101
THEFT,September,2016,M,144
TRAFFIC FATALITY,April,2015,M,1
TRAFFIC FATALITY,April,2016,F,1
TRAFFIC FATALITY,April,2016,M,1
TRAFFIC FATALITY,August,2015,M,1
TRAFFIC FATALITY,December,2015,M,1
TRAFFIC FATALITY,December,2016,F,1
TRAFFIC FATALITY,February,2016,M,1
TRAFFIC FATALITY,January,2016,M,1
TRAFFIC FATALITY,July,2016,M,1
TRAFFIC FATALITY,March,2016,M,1
TRAFFIC FATALITY,May,2016,M,1
TRAFFIC FATALITY,November,2015,M,1
TRAFFIC FATALITY,October,2016,F,1
TRAFFIC FATALITY,October,2016,M,1
WEAPONS,August,2016,,1
WEAPONS,July,2016,,1
WEAPONS,March,2015,,1
WEAPONS,September,2015,,4
WEAPONS,September,2016,,1
